id,trigger,conditions,script,text,options,notes
GS_TRI_TACHYON_cont1Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","당신의 구원자들은 주 전력 손실에도 불구하고 여전히 활성화되어 있는 매우 약한 에너지 보호막을 감지했습니다. 마치 전투에 쓸모가 없는 주파수에 맞춰진 것처럼 이상하게 요동치고 있습니다.
 
표준 민간용 EM 프로브 및 쉴드 키트를 사용하여 쉴드를 교란하고 파괴하는 것은 간단한 문제이며 구조대원들은 이를 쉽게 수행합니다. .",GS_TRI_TACHYON_cont2:계속,
GS_TRI_TACHYON_cont2Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont2,,"검색 결과 이것이 Tri-Tachyon 깃발을 단 선박이었거나 오히려 그랬다는 것이 밝혀졌습니다. 
 
승무원이 사망했습니다. 작전에 대한 주요 권한을 가진 젊은 임원의 남은 것은 여전히 그의 호화로운 개인 객실에 있습니다. 엔지니어링 등급 플라즈마 절단기의 시기적절한 방전과 관련된 이러한 사고는 제대로 관리되지 않은 수리 부두에서는 알려지지 않았지만 선박의 임원실에서 발생하면 날카로운 질문이 제기됩니다.
 
명백한 생명 유지 실패에 적합한 마지막 생존자 , 배의 쉴드 그리드에 연결된 배심원 장비 발전기 근처에서 발견됩니다. 슈트의 안전 장치가 무시되었고 대기압 산소 혼합이 0으로 감소했습니다.
 
고통 없이 무의식 상태에 빠져 곧 죽음에 이르렀을 것입니다.",GS_TRI_TACHYON_cont3:계속,
GS_TRI_TACHYON_cont3Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont3,$salvageLeaveText = Leave 0,"""THY FOLLOW""는 멀티툴로 데크에 긁어냈습니다. 이러한 재앙적인 상황에서 저산소 정신병은 전례가 없는 일이 아닙니다.
 
이 보호막이 정확히 무엇을 막거나 막아야 하는지는 확실하지 않습니다.","salExplore:선박의 잔해 가치 평가
defaultLeave:떠난다",
,,,,,,
"Abyssal ghost ships, ""Adventurers"" variation",,,,,,
GS_ADVENTURERS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_ADVENTURERS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",$shipOrFleet이 $aOrAn $nameInText 에 접근합니다.,"GS_ADVENTURERS_cont1:탐색하기
defaultLeave:떠난다",
GS_ADVENTURERS_cont1Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType",귀하의 구조원은 작전 책임자의 감독하에 질서 있는 위반을 수행하여 여러 맞춤형 방어 조치를 식별하고 비활성화합니다.,GS_ADVENTURERS_cont2:계속,
GS_ADVENTURERS_cont1SelBoom,DialogOptionSelected,"$option == GS_ADVENTURERS_cont1
RollProbability 0.5","$explored = true
UniqueEncounter setInteractedWith $gsType
RemoveCommodity crew 1
PlaySound hit_heavy",한 구출자는 지나치게 성급하고 작전 책임자의 명성을 얻은 측정된 규정에서 한 단계를 건너뛰고 화물칸 재정의에 대한 액세스 패널에 숨겨진 맞춤형 방어 조치의 작업 끝을 얻습니다.,GS_ADVENTURERS_contBoom:계속,
GS_ADVENTURERS_contBoomSel,DialogOptionSelected,$option == GS_ADVENTURERS_contBoom,,작전 책임자가 으르렁거리며 나머지 구원자들을 괴롭히며 편집증적인 순응을 유도합니다. 선체 접근이 해제되기 전에 몇 가지 추가 폭발물과 패널 과부하가 해제됩니다.,GS_ADVENTURERS_cont2:계속,
GS_ADVENTURERS_cont2Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont2,$salvageLeaveText = Leave 0,"이 함선은 페르세우스 섹터의 넓은 범위를 대표하는 세계의 각기 다른 개성들이 다채롭게 혼합되어 승무원으로 구성된 용병 모험가들의 배입니다.
 
함장님은 페르세우스의 사소한 반란으로 패배한 전직 장교였습니다. 리그. 레이서에서 밀수업자로 변신한 조종사는 자극 중독에서 회복되었습니다. 이전 Diktat는 배신자였고, Eventide 장교 가족의 후손이자 위압적인 어머니의 학살 현장에 참석했으며... 기술자, 갑옷 제작자, 항해사... 모든 관련 없는 세부 사항을 부인했습니다. 보고서를 더 빨리 훑어볼 수 있습니다.
 
그들이 어떻게 협력했는지 상상할 수 없습니다. 그것은 중요하지 않습니다. 이제 다 죽었어.","salExplore:선박의 인양 가치 평가
defaultLeave:떠난다",
,,,,,,
"Abyssal ghost ships, ""Chartery of Opis"" variation",,,,,,
GS_OPIS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_OPIS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",$shipOrFleet이 $aOrAn $nameInText 에 접근합니다.,"GS_OPIS_cont1:탐색하기
defaultLeave:떠난다",
GS_OPIS_cont1Sel,DialogOptionSelected,$option == GS_OPIS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","장비와 수행 드론 떼가 버려진 곳에 접근하는 구조 팀을 영상 피드를 통해 지켜봅니다.
 
장거리 광학 스캔의 세부 정보가 확인되었습니다. 우주 풍화의 푸른 녹 아래 선체에는 여전히 기업 등록과 문장이 남아 있습니다. 181 주기의 아스코니아 위기 동안 전멸된 정치체인 오피스 헌장(Chartery of Opis)의.",GS_OPIS_cont2:계속,
GS_OPIS_cont2Sel,DialogOptionSelected,$option == GS_OPIS_cont2,,"배에서 발견된 유일한 시체는 전직 함장으로, 지휘 콘솔에 앉아 건조해진 눈으로 깊은 우주의 숨막히는 무(無)를 바라보고 있었습니다.
 
CIC 뒤, 장갑 컴퓨터 센터에는 트라이-타키온(Tri-Tachyon)이 제작한 AI 코어 인터페이스가 있습니다. . 아무렇지 않게 공개된 곳에 앉아 있는 것만으로도 완벽하게 캐주얼한 상업용 하드웨어 설치물이었습니다. 이는 우주선의 연대를 AI 전쟁 이전으로 거슬러 올라갑니다.
 
그러나 요람에는 코어가 없습니다. 아마도 배가 버려졌을 때 찍은 것 같습니다.",GS_OPIS_cont3:계속,
GS_OPIS_cont3Sel,DialogOptionSelected,$option == GS_OPIS_cont3,$salvageLeaveText = Leave 0,"기술 담당자는 무슨 일이 왜 일어났는지에 대한 힌트를 찾기 위해 로그 읽기 시도를 감독합니다. 그러나 백업 전력이 약해질 때까지 계속되는 반복적인 삭제 프로그램에 의해 메모리 뱅크가 모두 지워졌습니다.
 
전체 법의학-고고학 조사가 답을 공개하지만, 당신에게는 그런 방종을 위한 시간도 장비도 없습니다.","salExplore:선박의 인양 가치 평가
defaultLeave:떠난다",
,,,,,,
"Abyssal ghost ships, ""Pirates"" variation",,,,,,
GS_PIRATES_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_PIRATES score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",$shipOrFleet이 $aOrAn $nameInText 에 접근합니다.,"GS_PIRATES_cont1:탐색하기
defaultLeave:떠난다",
GS_PIRATES_cont1Sel,DialogOptionSelected,$option == GS_PIRATES_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","구조 팀이 선체를 뚫고 들어가자 해적 선원의 숨길 수 없는 흔적을 발견합니다. 눈에 띄게 전시된 손 무기, 단순하면서도 대담하고 잔인한 장식, 두개골과 핏빛 붉은색이 지배적이며, 선체에서 수행되는 부주의한 유지 관리의 흔적을 발견합니다. 덜 흥미로운 선박 시스템.
 
그러나 무덤 선박은 아닙니다. 
 
숫자로 보면 대부분의 승무원은 선체를 방치한 채 떠나기 전에 탈출한 것으로 보입니다. 개인적 폭력으로 인해 불행하게도 희생된 몇몇 사람들은 일종의 내적 갈등 속에 남겨진 것으로 보이며, 생명 유지 시스템이 서서히 실패하면서 그 순환은 남아 있는 것만큼 친절하지 않았습니다.",GS_PIRATES_cont2:계속,
GS_PIRATES_cont2Sel,DialogOptionSelected,$option == GS_PIRATES_cont2,$salvageLeaveText = Leave 0,"고위 장교들이 보관하려고 애썼던 일지를 대략적으로 트롤링한 결과, 이 배는 외부 변두리를 통과하여 이동하는 잘 보급된 독립 원정대를 추적하는 작은 해적 소함대의 일부였음을 알 수 있습니다. 그 원정대는 해적들을 발견한 후 어비스를 향해 빠르게 불타올랐습니다. 해적들은 따라갔고 곧 어지러운 어둠 속에서 먹잇감을 잃었습니다.
 
보급품과 연료가 줄어들고 '적대적인 재보급'이 확실하지 않자 해적 지도부는 논쟁을 벌이기 시작했고 선원들을 나머지 선박에 통합하는 동안 선체를 폐기하기 시작했습니다. 필요에 따라 총구에.
 
모든 사람을 위한 공간이 충분하지 않은 것 같습니다.","salExplore:선박의 잔해 가치 평가
defaultLeave:떠난다",
,,,,,,
,,,,,,
# Stranded in deep space with no Transverse Jump,,,,,,
StrandedInDeepSpaceStart,StrandedInDeepSpace,,,"더 이상 거부할 수 없습니다.
 
당신은 $shipOrFleet이 다시 튀어 나올 수 있는지 확인하기 전에 어리석게 뛰어들어 모호한 천체 근처의 깊은 우주에 갇혔습니다.
 
교량 장교는 완전한 패닉을 매우 조심스럽게 피하고 있습니다. 제작 유지 관리 업무를 할당하고 투기를 종료합니다. 그럼에도 불구하고 의심스러운 눈길을 피할 수는 없습니다. 스페이서는 거의 모든 순서를 따르지만 이는 심각한 실수입니다. 
 
항해사님이 엔지니어링 책임자와 함선 내에서 열띤 통신 토론을 벌이고 있는 것 같습니다. ""너무 위험하다"", ""이론적으로 불가능하다"", ""한 번만 성공했다""라는 핵심 문구를 발견합니다.","strandedInDeepSpace0:""항해사, 보고해.""",
StrandedInDeepSpace0,DialogOptionSelected,$option == strandedInDeepSpace0,,말다툼 중에 붙잡혀 몹시 당황한 내비게이션이 경례하고 설명합니다. 그들은 초공간으로 돌아가는 것에 대한 일종의 미친 생각을 가지고 있으며 어떻게든 당신의 수석 엔지니어에게 그것이 실행 가능하다고 확신시켰습니다.,"strandedInDeepSpace1:""지금 회의 중입니다. 내 오두막.""",
StrandedInDeepSpace1,DialogOptionSelected,$option == strandedInDeepSpace1,,"고대에 방사선으로 얼룩진 수석 기술자는 실제로 선배이며, 귀하가 근무하는 다른 승무원이나 장교보다 우주 경험이 더 많을 가능성이 높습니다. 기존 스페이서는 최소한의 실행 가능한 경례를 생성합니다. ""$PlayerSirOrMadam. 존경합니다. 하지만 당신은 $shipOrFleet를 아무것도 없는 중력장에 가두는 진짜 더러운 짓을 저질렀습니다.""
 
항법관이 질책하기 위해 숨을 들이쉬지만 스페이서가 앞으로 불타오릅니다. ""좋은 소식은 초공간으로 직접 점프하는 것이 가능하다는 것입니다. 하지만 위험해요."" 그들이 내려다보며 말합니다. ""위험해요.""
 
""하지만"" 비뚤어진 미소가 나타납니다. ""장교들을 잡아먹는 게 낫겠죠?""","strandedInDeepSpace2:""당신의 제안은 무엇입니까, 선임 기술자님?""",
StrandedInDeepSpace2,DialogOptionSelected,$option == strandedInDeepSpace2,"SetTextHighlights ""횡단 도약""","이 기술을 고위 기술자들에게 보여준 전설적인 밀수업자 함장님은 그들에게 이 사실을 아무에게도 말하지 않겠다고 약속했습니다. 그러나 그녀가 이전에 어떻게 40사이클 동안 죽었는지, 그리고 현재 상황을 신중히 생각할 때, 늙은 스페이서는 이 혼란에서 벗어나기 위해 합의의 정신을 약간 굽힐 의향이 있습니다.
 
하이퍼드라이브 필드 소프트웨어를 수정하면 다음을 수행할 수 있습니다. 일반 공간에서 초공간으로 직접 일종의 가로 점프를 수행합니다. 또한 도메인 승인 매개변수 내에서 하이퍼점프를 할 때 액세스할 수 없는 실행 가능한 점프 포인트를 뛰어넘는 데에도 유용합니다. 
 
Nav는 깜짝 놀란 표정을 짓고 엔지니어링은 낡은 TriPad에 대해 제안된 수정 사항을 검토하면서 고개를 저었습니다.","strandedInDeepSpace3a:""작동할까요?""
strandedInDeepSpace3b:""위험은 무엇입니까?""
strandedInDeepSpace3c:""수정하고 점프할 준비를 하세요.""",
StrandedInDeepSpace3a,DialogOptionSelected,$option == strandedInDeepSpace3a,RemoveOption strandedInDeepSpace3a,"항법관은 당황한 표정으로 한숨을 쉬었다.
 
""이론적으로는"" 눈을 비비며 말한다.
 
""매우 이례적이다. 이건... 역공진 중첩 개념"" 그들은 축을 따라 다소 회전하는 신비한 도표를 찌른다. 4차원의 북쪽, 홀로의 단순한 3차원 공간을 통해 비유클리드적인 열정으로 흔들리는 호와 선.
 
""이건 작동하지 않아야 합니다. 수학은 올바른 해결책을 제공하는 것처럼 보이지만 거기에 도달하려면... """,,
StrandedInDeepSpace3b,DialogOptionSelected,$option == strandedInDeepSpace3b,RemoveOption strandedInDeepSpace3b,"당신의 수석 엔지니어는 대답하기 위해 고개를 흔드는 것을 멈췄습니다.
 
""글쎄. 우리 필드 발전기는 이것을 위해 설계되지 않았지만 그것은 단지 실패 한계 내로 떨어질 것입니다. 우리는 아그라브와 싸우러 가서 모든 것과 모든 사람을 숨겨야 할 것입니다. .""
 
포기한 듯 한숨을 내쉬더니 ""안되면 우리 다 죽고 너무 빨라서 우리도 모르게 돼. 하면 아프겠다."" . 작전 준비 상태에 큰 타격이 있을 것으로 예상됩니다. 그리고 수리가 필요합니다.""
 
사려 깊은 표정, ""물론 작동한다고 가정하고, 원격 측정으로 보정할 수 있도록...""
 
항해사 직원이 어리둥절한 표정을 짓고 있습니다. 생각.",,
StrandedInDeepSpace3c,DialogOptionSelected,$option == strandedInDeepSpace3c,"AddAbility fracture_jump
$makeTranverseJumpCostMoreCROnce = true","""$PlayerSirOrMadam""이라고 모두 응답합니다. 낡은 스페이서는 고위 장교들의 눈살을 찌푸리게 하기 위해 다시 한 번 고르지 못한 미소를 지었습니다.",defaultLeave:당신의 명령으로 돌아간다,
,,,,,,
#dialogTopLevelMenuOptions,PopulateOptions,$menuState == fleetConvMain,,,"#demand:요구demand...
#offer:요청offer...
#ask about:...에 대해서 질문
cutCommLink:통신 링크 종료",
# wormhole cache,,,,,,
limboWormholeCacheBegin,BeginSalvage,$limboWormholeCache score:1000,,"자동화된 방어가 해제되면 구조원은 캐시의 거대한 무중력 저장소를 자유롭게 열 수 있습니다. 죽은 도관에 전원이 공급되고, 퓨즈 회로가 임시 부속품으로 교체되었으며, 거대한 문이 설득되어 기계적 구속을 풀었습니다.
 
처음에는 비어 있는 것처럼 보입니다. 결코 채워지지 않은 거대한 무덤. 그런 다음 프로브 장착 레이더가 교량 디스플레이에 그림을 만들기 시작하고 슈트 조명이 공간에 빔을 쌓아 다시 열릴 때 떠다니는 먼지와 가스를 포착합니다. 스파는 어둠 속에서 빛나며 삼중 방사형 대칭을 드러냅니다.
 
""$PlayerSirOrMadam"" 기술 담당자는 슈트 캠이나 교량 디스플레이가 아니라 이미 다이어그램과 문서로 가득 찬 디스플레이를 스크롤하는 기술 사양에 주의를 집중했다고 말합니다. ""이거 꼭 봐야 해.""",limbo_wormholeCacheBegin2:계속,
limboWormholeCacheBegin2,DialogOptionSelected,$option == limbo_wormholeCacheBegin2,"$player.gotWormholeCalibrationData = true
AddTextSmall ""Acquired wormhole calibration data for nearby stable location"" highlight","그건 오래 됬어. 아주 오래된. 그러나 구조자의 인터페이스가 보낸 쿼리는 녹색으로 반환됩니다. 대부분의 경우.
 
기술 담당자는 ""이건 웜홀 앵커입니다""라고 설명하며 흥분을 느낄 수 있었습니다. ""보정 데이터가 탑재되어 있고, 무엇을 하든 동력을 공급할 연료가 들어있습니다. 이것은 근처, 음, 안정 지점에 배치되도록 준비되었습니다. 어느 시점에서 자동화가 대기 모드로 들어갔고... 여기 있습니다.""","salPerform:Examine the find
100:defaultLeave:그냥 떠나기",
